Timestamp,Volt_0,Volt_1,Volt_2,Volt_3,Weight_0,Weight_1,Weight_2,Weight_3,Pressure_0,Pressure_1,Pressure_2,Pressure_3
2024-02-27 15:36:03.996583,3.859,4.19,0.1,4.263,182.36,333.185,32.667,393.264,13.478,24.625,2.414,29.065
2024-02-27 15:36:05.035384,3.863,4.192,0.1,4.265,182.36,333.185,32.667,393.264,13.478,24.625,2.414,29.065
2024-02-27 15:36:06.073261,3.849,0.1,0.1,4.184,182.36,32.667,32.667,329.027,13.478,2.414,2.414,24.318
2024-02-27 15:36:07.120350,3.82,0.1,0.1,0.1,182.36,32.667,32.667,32.667,13.478,2.414,2.414,2.414
2024-02-27 15:36:08.167034,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:09.214263,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:10.261538,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:11.308767,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:12.356993,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:13.403968,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:14.450896,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:15.497729,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:16.544737,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:17.592024,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:18.638889,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:19.686269,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:20.733262,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:21.780304,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:22.827155,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:23.874322,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:24.921294,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:25.968757,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:27.015105,0.1,4.439,0.1,4.657,32.667,630.09,32.667,1437.835,2.414,46.569,2.414,106.268
2024-02-27 15:36:28.062220,0.1,4.736,0.1,4.863,32.667,2191.164,32.667,5885.682,2.414,161.945,2.414,435.0
2024-02-27 15:36:29.109091,0.1,4.824,0.1,4.883,32.667,4068.234,32.667,7344.592,2.414,300.676,2.414,542.825
2024-02-27 15:36:30.156859,0.1,4.74,0.1,4.883,32.667,2243.774,32.667,7344.592,2.414,165.833,2.414,542.825
2024-02-27 15:36:31.203868,0.1,4.759,0.1,4.879,32.667,2526.416,32.667,6956.568,2.414,186.723,2.414,514.147
2024-02-27 15:36:32.250810,0.1,4.847,0.1,4.894,32.667,4989.433,32.667,8387.365,2.414,368.76,2.414,619.895
2024-02-27 15:36:33.298736,0.1,4.864,0.1,4.893,32.667,5943.367,32.667,8230.182,2.414,439.263,2.414,608.278
2024-02-27 15:36:34.345691,0.1,4.85,0.1,4.882,32.667,5152.683,32.667,7201.082,2.414,380.825,2.414,532.219
2024-02-27 15:36:35.392605,0.1,4.828,0.1,4.864,32.667,4213.671,32.667,5931.759,2.414,311.425,2.414,438.405
2024-02-27 15:36:36.439650,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:37.486540,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:38.533838,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:39.580765,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:40.627896,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:41.674795,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:42.721534,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:43.760249,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:44.798522,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:45.837545,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:46.876288,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:47.914516,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:48.962018,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:50.008572,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:51.055505,0.1,0.1,0.1,0.1,32.667,32.667,32.667,32.667,2.414,2.414,2.414,2.414
2024-02-27 15:36:52.102190,4.75,0.1,0.1,0.1,2380.0,32.667,32.667,32.667,175.901,2.414,2.414,2.414
2024-02-27 15:36:53.148836,0.001,0.1,0.1,0.1,32.638,32.667,32.667,32.667,2.412,2.414,2.414,2.414
2024-02-27 15:36:54.195533,0.1,0.1,0.1,0.1,32.638,32.667,32.667,32.667,2.412,2.414,2.414,2.414
2024-02-27 15:36:55.242371,0.1,0.1,4.69,0.1,32.638,32.667,1690.991,32.667,2.412,2.414,124.978,2.414
2024-02-27 15:36:56.288893,0.1,0.1,0.002,0.1,32.638,32.667,32.638,32.667,2.412,2.414,2.412,2.414
2024-02-27 15:36:57.335491,0.1,0.1,0.1,0.1,32.638,32.667,32.638,32.667,2.412,2.414,2.412,2.414
2024-02-27 15:36:58.382497,0.1,0.1,0.1,0.1,32.638,32.667,32.638,32.667,2.412,2.414,2.412,2.414
2024-02-27 15:36:59.429274,0.1,0.1,0.1,0.1,32.638,32.667,32.638,32.667,2.412,2.414,2.412,2.414
2024-02-27 15:37:00.475995,0.1,0.1,0.965,0.1,32.638,32.667,32.638,32.667,2.412,2.414,2.412,2.414
2024-02-27 15:37:01.522822,4.582,0.1,4.597,0.1,1039.016,32.667,1099.989,32.667,76.792,2.414,81.298,2.414
2024-02-27 15:37:02.569988,4.717,0.1,4.677,0.1,1965.013,32.667,1582.942,32.667,145.231,2.414,116.992,2.414
2024-02-27 15:37:03.617757,4.672,0.1,4.81,0.1,1547.843,32.667,3621.565,32.667,114.398,2.414,267.663,2.414
2024-02-27 15:37:04.664828,4.503,0.1,4.819,0.1,775.973,32.667,3900.176,32.667,57.351,2.414,288.255,2.414
2024-02-27 15:37:05.711470,4.755,0.1,4.825,0.1,2460.319,32.667,4107.113,32.667,181.838,2.414,303.549,2.414
2024-02-27 15:37:06.758375,4.746,0.1,4.816,0.1,2330.491,32.667,3805.633,32.667,172.242,2.414,281.267,2.414
2024-02-27 15:37:07.805261,4.816,0.1,4.86,0.1,3817.255,32.667,5695.96,32.667,282.126,2.414,420.978,2.414
